Kürzel,Kanton,Name,Stimmberechtigte,Abgegebene Stimmen,Beteiligung in %,Gültige Stimmzettel,Ja,Nein,Ja in %
,,09.06.2013 «Volkswahl des Bundesrates»,215181,79993,37,78967,25273,53694,32
,,03.03.2013 Raumplanungsgesetz,214297,88949,42,85883,47507,38376,55
,,03.03.2013 Initiative «gegen die Abzockerei»,214297,88975,42,86961,61507,25454,71
,,03.03.2013 Familienpolitik,214297,88948,42,85697,57197,28500,67
,,25.11.2012 Tierseuchengesetz,213922,41226,19,39765,26343,13422,66
,,23.09.2012 «Schutz vor Passivrauchen»,213496,89238,42,87559,42956,44603,49
,,23.09.2012 «Sicheres Wohnen im Alter»,213496,89173,42,85436,44265,41171,52
,,23.09.2012 Jugendmusikförderung,213496,89175,42,85515,64847,20668,76
,,17.06.2012 Krankenversicherungsgesetz (Managed Care),212890,82734,39,81665,10121,71544,12
,,17.06.2012 Initiative «Staatsverträge vors Volk!»,212890,82641,39,79856,30635,49221,38
,,17.06.2012 «Eigene vier Wände dank Bausparen»,212890,82631,39,78720,33069,45651,42
,,11.03.2012 Buchpreisbindung,212407,96391,45,91834,42874,48960,47
,,11.03.2012 Regelung der Geldspiele zugunsten gemeinnütziger Zwecke,212407,96314,45,90692,79499,11193,88
,,11.03.2012 6 Wochen Ferien für alle,212407,96553,46,95364,43730,51634,46
,,11.03.2012 Für ein steuerlich begünstigtes Bausparen,212407,96379,45,90770,56999,33771,63
,,11.03.2012 Schluss mit uferlosem Bau von Zweitwohnungen!,212407,96448,45,94259,43370,50889,46
,,13.02.2011 Waffeninitiative,210816,92820,44,92102,33564,58538,36
,,28.11.2010 Steuergerechtigkeits-Initiative,210812,97003,46,92149,37434,54715,41
,,28.11.2010 Gegenentwurf zur Ausschaffungsinitiative,210812,97164,46,96337,41951,51291,45
,,28.11.2010 Ausschaffungsinitiative,210812,97164,46,96337,58243,36754,61
,,26.09.2010 Revision des Arbeitslosenversicherungsgesetzes,210302,71105,34,70201,29486,40715,42
,,07.03.2010 Berufliche Vorsorge: Anpassung des Mindestumwandlungssatzes,209535,89854,43,87856,18683,69173,21
,,07.03.2010 Tierschutzanwalt-Initiative,209535,89880,43,88207,33602,54605,38
,,07.03.2010 Forschung am Menschen,209535,89759,43,84892,66435,18457,78
,,29.11.2009 Verbot von Minaretten,209452,103471,49,101930,69570,32360,68
,,29.11.2009 Verbot von Kriegsmaterial-Exporten,209452,103423,49,101007,37956,63051,38
,,29.11.2009 Spezialfinanzierung für Aufgaben im Luftverkehr,209452,103300,49,93600,59359,34241,63
,,27.09.2009 Verzicht auf die Einführung der allgemeinen Volksinitiative,209020,67832,33,62461,40235,22226,64
,,27.09.2009 IV-Zusatzfinanzierung,209020,67934,33,67097,35065,32032,52
,,17.05.2009 Biometrische Pässe,208303,67445,32,65910,32597,33313,50
,,17.05.2009 Verfassungsartikel zur Komplementärmedizin,208303,67443,32,66226,43742,22484,66
,,08.02.2009 Personenfreizügigkeit Schweiz-EU,207557,116747,56,115520,39179,76341,34
,,30.11.2008 Betäubungsmittelgesetz,207323,83061,40,78888,49688,29200,63
,,30.11.2008 Hanfinitiative,207323,83104,40,80534,27082,53452,34
,,30.11.2008 Verbandsbeschwerderechts-Initiative,207323,83080,40,79863,26598,53265,33
,,30.11.2008 Initiative für ein flexibles AHV-Alter,207323,83104,40,81841,48821,33020,60
,,30.11.2008 Unverjährbarkeit pornografischer Straftaten an Kindern,207323,83113,40,80810,46234,34576,57
,,01.06.2008 Gesundheitsartikel,206396,103054,50,100792,20497,80295,20
,,01.06.2008 Initiative «gegen Behördenprogaganda»,206396,103008,50,98830,33808,65022,34
,,01.06.2008 Einbürgerungsinitiative,206396,103025,50,100484,42358,58126,42
,,24.02.2008 Unternehmenssteuerreform II,205614,65976,32,63843,34703,29140,54
,,24.02.2008 Initiative gegen Kampfjetlärm,205614,65982,32,64638,18969,45669,29
,,17.06.2007 5. IV-Revision,204551,63856,31,63076,33641,29435,53
,,11.03.2007 Einheitskrankenkasse,203880,101849,50,100674,46104,54570,46
,,26.11.2006 Familienzulagen,203681,90147,44,89048,67465,21583,76
,,26.11.2006 Ostzusammenarbeit,203681,90135,44,88245,32719,55526,37
,,24.09.2006 Asylgesetz,202857,90587,45,88997,59083,29914,66
,,24.09.2006 Ausländergesetz,202857,90553,45,89041,59539,29502,67
,,24.09.2006 KOSA-Initiative,202857,90595,45,88412,50864,37548,58
,,21.05.2006 Bildungsartikel,202590,57224,28,55446,33108,22338,60
,,27.11.2005 Sonntagsarbeit,202140,74606,37,73733,33382,40351,45
,,27.11.2005 Gentechfrei-Initiative,202140,74610,37,73398,47374,26024,65
,,25.09.2005 Ausdehnung der Personenfreizügigkeit,202002,101851,50,100664,36329,64335,36
,,05.06.2005 Partnerschaftsgesetz,201511,104238,52,101955,47699,54256,47
,,05.06.2005 Abkommen zu Schengen und Dublin,201511,104252,52,102560,39053,63507,38
,,28.11.2004 Stammzellenforschungsgesetz,200833,61160,31,59448,40413,19035,68
,,28.11.2004 Neue Finanzordnung,200833,61143,30,56077,41917,14160,75
,,28.11.2004 Neugestaltung Finanzausgleich,200833,61145,30,57260,38379,18881,67
,,26.09.2004 Erwerbsersatz für Dienstleistende und bei Mutterschaft,200557,90433,45,88975,59703,29272,67
,,26.09.2004 Postdienst für alle,200557,90434,45,88404,60808,27596,69
,,26.09.2004 Bürgerrechtserwerb für die dritte Generation,200557,90431,45,89171,40524,48647,45
,,26.09.2004 Erleichterte Einbürgerung von Jugendlichen der zweiten Generation,200557,90432,45,89060,36386,52674,41
,,16.05.2004 Steuerpaket,199628,95860,48,93267,31514,61753,34
,,16.05.2004 Anhebung der Mehrwertsteuer für AHV/IV,199628,95867,48,94045,25427,68618,27
,,16.05.2004 11. AHV-Revision,199628,95870,48,94092,23453,70639,25
,,08.02.2004 Initiative zur Verwahrung gefährlicher Straftäter,199063,88130,44,85550,63788,21762,75
,,08.02.2004 Mietrecht,199063,88119,44,82229,36055,46174,44
,,08.02.2004 Gegenentwurf zur Avanti-Initiative,199063,88130,44,86717,38440,48277,44
,,18.05.2003 Lehrstelleninitiative,198338,74837,38,70273,27505,42768,39
,,18.05.2003 Moratorium Plus,198338,74850,38,71701,35244,36457,49
,,18.05.2003 Strom ohne Atom,198338,74861,38,72529,31152,41377,43
,,18.05.2003 Gleiche Rechte für Behinderte,198338,74851,38,72093,38898,33195,54
,,18.05.2003 Gesundheitsinitiative,198338,74855,38,72320,29468,42852,41
,,18.05.2003 Sonntagsinitiative,198338,74872,38,73285,30781,42504,42
,,18.05.2003 Ja zu fairen Mieten,198338,74838,38,70926,29305,41621,41
,,18.05.2003 Zivilschutz,198338,74830,38,70401,56500,13901,80
,,18.05.2003 Armee XXI,198338,74843,38,69588,51011,18577,73
,,09.02.2003 Kantonale Beiträge an Spitalbehandlungen,198284,38926,20,36936,27989,8947,76
,,09.02.2003 Änderung Volksrechte,198284,38931,20,37051,24275,12776,66
,,24.11.2002 Arbeitslosenversicherungsgesetz,197934,65421,33,63638,33468,30170,53
,,24.11.2002 Gegen Asylrechtsmissbrauch,197934,65421,33,64239,30924,33315,48
,,22.09.2002 Elektrizitätsmarktgesetz,198001,71793,36,67748,26298,41450,39
,,22.09.2002 Gold für AHV, Kantone und Stiftung,198001,71798,36,70780,32204,35515,48
,,22.09.2002 Goldinitiative,198001,71798,36,70780,39146,29502,57
,,02.06.2002 Für Mutter und Kind,197350,52247,27,50434,11922,38512,24
,,02.06.2002 Fristenregelung,197350,52247,27,50824,32143,18681,63
,,03.03.2002 Kürzere Arbeitszeit,196775,97914,50,96198,36135,60063,38
,,03.03.2002 UNO-Beitritt,196775,97918,50,96633,39913,56720,41
,,02.12.2001 Kapitalgewinnsteuer,196321,61943,32,59977,16340,43637,27
,,02.12.2001 Ziviler Friedensdienst,196321,61944,32,60302,16304,43998,27
,,02.12.2001 Schweiz ohne Armee,196321,61941,32,60736,14760,45976,24
,,02.12.2001 Energie statt Arbeit besteuern,196321,61944,32,59835,13664,46171,23
,,02.12.2001 Schuldenbremse,196321,61944,32,59271,44258,15013,75
,,10.06.2001 Aufhebung Bistumsartikel,195550,53590,27,49217,34869,14348,71
,,10.06.2001 Militärgesetz: Ausbildungszusammenarbeit,195550,53591,27,52205,19243,32962,37
,,10.06.2001 Militärgesetz: Bewaffnung,195550,53592,27,52361,19440,32921,37
,,04.03.2001 Strassen für alle,195100,95912,49,95126,16041,79085,17
,,04.03.2001 Arzneimittel-Initiative,195100,95914,49,93963,30865,63098,33
,,04.03.2001 Ja zu Europa!,195100,95916,49,94866,14999,79867,16
,,26.11.2000 Bundespersonalgesetz,194935,80203,41,76890,36120,40770,47
,,26.11.2000 Spitalkosteninitiative,194935,80202,41,78324,23827,54497,30
,,26.11.2000 Umverteilungsinitiative,194935,80204,41,78385,38357,40028,49
,,26.11.2000 Rentenalter ab 62 für Frau und Mann,194935,80203,41,79033,53380,25653,68
,,26.11.2000 Flexibilisierung der AHV,194935,80204,41,78878,49979,28899,63
,,24.09.2000 Konstruktives Referendum,194476,69256,36,64121,27256,36865,43
,,24.09.2000 Regelung der Zuwanderung,194476,69262,36,67429,27364,40065,41
,,24.09.2000 Umweltabgabe,194476,69261,36,65185,27943,37242,43
,,24.09.2000 Förderabgabe,194476,69250,36,64974,28636,33863,46
,,24.09.2000 Solarinitiative,194476,69250,36,64974,19522,43882,31
,,21.05.2000 Bilaterale Abkommen mit der EU,193550,100440,52,99123,42577,56546,43
,,12.03.2000 Verkehrshalbierungs-Initiative,193145,58129,30,56755,13284,43471,23
,,12.03.2000 Menschenwürdige Fortpflanzung,193145,58129,30,55775,21244,34531,38
,,12.03.2000 Quoten-Initiative,193145,58129,30,56591,10453,46138,19
,,12.03.2000 Beschleunigungs-Initiative,193145,58129,30,55947,21743,34204,39
,,12.03.2000 Justizreform,193145,58129,30,54918,49432,5486,90
,,13.06.1999 Mutterschaftsversicherung,192054,63480,33,62399,39049,23350,63
,,13.06.1999 Invalidenversicherung,192054,63480,33,60643,21035,39608,35
,,13.06.1999 Verschreibung von Heroin,192054,63480,33,61002,30820,30182,51
,,13.06.1999 Massnahmen Asyl- und Ausländerbereich,192054,63480,33,60407,42809,17598,71
,,13.06.1999 Asylgesetz,192054,63480,33,60356,42724,17632,71
,,18.04.1999 Neue Bundesverfassung,192452,120313,63,114538,82443,32095,72
,,07.02.1999 Raumplanungsgesetz,191544,69376,36,64713,42173,22540,65
,,07.02.1999 Wohneigentums-Initiative,191544,69376,36,67031,30103,36928,45
,,07.02.1999 Transplantationsmedizin,191544,69376,36,66305,59853,6452,90
,,07.02.1999 Wählbarkeit in den Bundesrat,191544,69376,36,65346,36907,28439,57
,,29.11.1998 Arbeitsgesetz,190882,65912,35,62547,37687,24860,60
,,29.11.1998 Vernünftige Drogenpolitik,190882,65912,35,64115,12048,52067,19
,,29.11.1998 Getreideartikel,190882,65912,35,60484,50692,9792,84
,,29.11.1998 Finanzierung öffentlicher Verkehr (FinöV),190882,65912,35,64031,47127,16904,74
,,27.09.1998 10. AHV-Revision ohne Erhöhung Rentenalter,190765,78381,41,76726,46381,30345,61
,,27.09.1998 Kleinbauern-Initiative,190765,78381,41,74345,25799,48546,35
,,27.09.1998 Leistungsabhängige Schwerverkehrsabgabe (LSVA),190765,78381,41,76400,51340,25060,67
,,07.06.1998 S.o.S.-Initiative,190271,57281,30,55123,17219,37904,31
,,07.06.1998 Gen-Schutz-Initiative,190271,57281,30,55830,20534,35296,37
,,07.06.1998 Haushaltsziel 2001,190271,57281,30,53661,33398,20263,62
,,28.09.1997 Jugend ohne Drogen,189766,63655,34,62257,25316,36941,41
,,28.09.1997 Finanzierung der Arbeitslosenversicherung,189766,63655,34,61908,28997,32911,47
,,08.06.1997 Aufhebung Pulverregal,189349,45345,24,42376,34252,8124,81
,,08.06.1997 Kriegsmaterial-Initiative,189349,45345,24,44192,14505,29687,33
,,08.06.1997 EU-Beitrittsverhandlungen vors Volk,189349,45345,24,44451,17168,27283,39
,,01.12.1996 Arbeitsgesetz,189883,81096,43,79774,22844,56930,29
,,01.12.1996 Gegen die illegale Einwanderung,189883,81096,43,79315,41243,38072,52
,,09.06.1996 Regierungs- und Verwaltungsorganisationsgesetz,188603,29783,16,28556,13401,15155,47
,,09.06.1996 Landwirtschaftsartikel,188603,29783,16,28756,23432,5324,82
,,10.03.1996 Aufhebung Beiträge an Bahnhofparkplätze,189147,64475,34,60837,34357,26480,57
,,10.03.1996 Übernahme von Branntwein und Brennapparaten,189147,64475,34,59394,44587,14807,75
,,10.03.1996 Persönliche militärische Ausrüstung,189147,64475,34,62040,15918,46122,26
,,10.03.1996 Übertritt Vellerat zum Kanton Jura,189147,64475,34,60639,56935,3704,94
,,10.03.1996 Sprachenartikel,189147,64475,34,61906,52080,9826,84
,,25.06.1995 Erwerb von Grundstücken durch Ausländer,187855,66519,35,63878,36647,27231,57
,,25.06.1995 Ausbau von AHV und IV,187855,66519,35,64299,27724,36575,43
,,25.06.1995 10. AHV-Revision,187855,66519,35,65616,25522,40094,39
,,12.03.1995 Ausgabenbremse,187475,49878,27,42452,31500,10952,74
,,12.03.1995 Landwirtschaftsgesetz,187475,49878,27,47845,15516,32329,32
,,12.03.1995 Milchwirtschaftsbeschluss,187475,49878,27,47853,16143,31710,34
,,12.03.1995 Landwirtschaftsartikel,187475,49878,27,47980,19424,28556,41
,,04.12.1994 Zwangsmassnahmen im Ausländerrecht,187664,72722,39,70263,50603,19660,72
,,04.12.1994 Für eine gesunde Krankenversicherung,187664,72722,39,70219,21467,48752,31
,,04.12.1994 Krankenversicherungsgesetz,187664,72722,39,70562,46710,23852,66
,,25.09.1994 Antirassismusgesetz,187284,75095,40,73512,35798,37714,49
,,25.09.1994 Aufhebung Brotgetreideverbilligung,187284,75095,40,70636,40358,30278,57
,,12.06.1994 UNO-Blauhelme,187255,93740,50,91268,30133,61135,33
,,12.06.1994 Erleichterte Einbürgerung für junge Ausländer,187255,93740,50,91566,41948,49618,46
,,12.06.1994 Kulturförderungsartikel,187255,93740,50,90158,55373,34785,61
,,20.02.1994 Luftfahrtgesetz,186571,71105,38,66496,45213,21283,68
,,20.02.1994 Alpen-Initiative,186571,71105,38,69103,44071,25032,64
,,20.02.1994 Einführung leistungsabhängige Schwerverkehrsabgabe,186571,71105,38,68226,53485,14741,78
,,20.02.1994 Weiterführung Schwerverkehrsabgabe,186571,71105,38,68520,55225,13295,81
,,20.02.1994 Weiterführung Autobahnvignette,186571,71105,38,68952,49099,19853,71
,,28.11.1993 Verminderung Tabakprobleme,186137,71696,39,69664,20214,49450,29
,,28.11.1993 Verminderung Alkoholprobleme,186137,71696,39,69664,19452,50212,28
,,28.11.1993 Besondere Verbrauchssteuern,186137,71696,39,68127,32066,36061,47
,,28.11.1993 Mehrwertsteuer-% für AHV,186137,71696,39,68407,34405,34002,50
,,28.11.1993 Mehrwertsteuer Satz 6,5%,186137,71696,39,68579,31540,37039,46
,,28.11.1993 Einführung Mehrwertsteuer,186137,71696,39,68943,34917,34026,51
,,26.09.1993 Massnahmen in der Arbeitslosenversicherung,186545,60631,33,57541,38026,19515,66
,,26.09.1993 Befristete Massnahmen in der Krankenversicherung,186545,60631,33,58255,42129,16126,72
,,26.09.1993 1. August-Initiative,186545,60631,33,58622,54468,4154,93
,,26.09.1993 Kantonswechsel Laufental zu Basel-Landschaft,186545,60631,33,51753,45708,6045,88
,,26.09.1993 Waffenmissbrauch,186545,60631,33,58776,50523,8253,86
,,06.06.1993 Schweiz ohne neue Kampfflugzeuge,186270,103095,55,101282,55842,45440,55
,,06.06.1993 40 Waffenplätze sind genug,186270,103095,55,101269,57252,44017,57
,,07.03.1993 Abschaffung der Tierversuche,185617,96911,52,93993,37413,56580,40
,,07.03.1993 Aufhebung Spielbankenverbot,185617,96911,52,95428,71772,23656,75
,,07.03.1993 Erhöhung Treibstoffzoll,185617,96911,52,95832,40519,55313,42
,,06.12.1992 EWR-Beitritt,185138,141148,76,139070,53488,85582,39
,,27.09.1992 Bäuerliches Bodenrecht,185300,84836,46,77923,46747,31176,60
,,27.09.1992 Stempelabgaben,185300,84836,46,81385,51837,29548,64
,,27.09.1992 Infrastrukturgesetz,185300,84836,46,77405,26393,51012,34
,,27.09.1992 Entschädigungsgesetz,185300,84836,46,78805,25177,53628,32
,,27.09.1992 Geschätsverkehrsgesetz,185300,84836,46,76048,47554,28494,63
,,27.09.1992 Alpentransit-Beschluss (NEAT),185300,84836,46,82989,49554,33435,60
,,17.05.1992 Reform Sexualstrafrecht,183669,55480,30,52807,44461,8346,84
,,17.05.1992 Zivildienst für Dienstverweigerer,183669,55480,30,53851,46353,7498,86
,,17.05.1992 Fortpflanzungs- und Gentechnologie,183669,55480,30,52903,41639,11264,79
,,17.05.1992 Gewässerschutz-Initiative,183669,55480,30,53419,20680,32739,39
,,17.05.1992 Gewässerschutzgesetz,183669,55480,30,53578,35831,17747,67
,,17.05.1992 Mitwirkung an den Institutionen von Bretton Woods,183669,55480,30,50784,27930,22854,55
,,17.05.1992 Beitritt zu den Institutionen von Bretton Woods,183669,55480,30,50897,28071,22826,55
,,16.02.1992 Weg vom Tierversuch,183795,108338,59,103745,41457,62288,40
,,16.02.1992 Krankenkasseninitiative,183795,108338,59,103332,36240,67092,35
,,02.06.1991 Militärstrafgesetz,181770,46341,26,45293,24377,20916,54
,,02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer),181770,46341,26,44589,21629,22960,49
,,03.03.1991 Förderung öffentlicher Verkehr,175779,51408,29,49800,18194,31606,37
,,03.03.1991 Stimmrecht für 18-jährige,175779,51408,29,50802,35998,14804,71
,,23.09.1990 Strassenverkehrsgesetz,174953,67564,39,64351,33179,31172,52
,,23.09.1990 Energieartikel,174953,67564,39,64437,50754,13683,79
,,23.09.1990 Moratorium Atomkraftwerkbau,174953,67564,39,65601,38328,27273,58
,,23.09.1990 Ausstieg Atomenergie,174953,67564,39,65576,35596,29980,54
,,01.04.1990 Organisation der Bundesrechtspflege,173346,50387,29,47060,23225,23835,49
,,01.04.1990 Rebbaubeschluss,173346,50387,29,46461,25905,20556,56
,,01.04.1990 Freie Aarelandschaft Biel-Solothurn,173346,50387,29,47532,13560,33972,29
,,01.04.1990 Autobahnfreies Kononauer Amt,173346,50387,29,47630,13028,34602,27
,,01.04.1990 Autobahnfreie Landschaft Murten-Yverdon,173346,50387,29,47721,14004,33717,29
,,01.04.1990 Begrenzung des Strassenbaus,173346,50387,29,48499,13936,34563,29
,,26.11.1989 Pro Tempo 130/100,172694,109965,64,108830,46862,61968,43
,,26.11.1989 Schweiz ohne Armee,172694,109965,64,108265,42630,65635,39
,,04.06.1989 Kleinbauern-Initiative,172031,61671,36,58432,32078,26354,55
,,04.12.1988 Begrenzung der Einwanderung,170538,82785,49,81368,30789,50579,38
,,04.12.1988 Herabsetzung Arbeitszeit,170538,82785,49,81979,48708,33271,59
,,04.12.1988 Gegen die Bodenspekulation,170538,82785,49,80228,28657,51571,36
,,12.06.1988 Herabsetzung AHV-Rentenalter,169695,72374,43,71812,48390,23422,67
,,12.06.1988 Koordinierte Verkehrspolitik,169695,72374,43,70153,44072,26081,63
,,06.12.1987 Rothenthurm-Initiative,168762,66258,39,64855,38390,26465,59
,,06.12.1987 Krankenversicherungsgesetz,168762,66258,39,64733,35235,29498,54
,,06.12.1987 Bahn 2000,168762,66258,39,65017,49819,15198,77
,,05.04.1987 Initiativen mit Gegenentwurf,167663,115176,69,105979,79350,26629,75
,,05.04.1987 Rüstungsreferendum,167663,115176,69,109191,49809,59382,46
,,05.04.1987 Ausländergesetz,167663,115175,69,106613,71292,35321,67
,,05.04.1987 Asylgesetz,167663,115176,69,108491,74111,34380,68
,,07.12.1986 Besteuerung Schwerverkehr,166193,46958,28,45706,20901,24805,46
,,07.12.1986 Mieterschutz,166193,46958,28,46141,34229,11912,74
,,28.09.1986 Zuckerbeschluss,165867,39737,24,38295,12152,26143,32
,,28.09.1986 Berufsbildung und Umschulung,165867,39737,24,37901,10332,27569,27
,,28.09.1986 Gegenentwurf zur Kulturinitiative,165867,39737,24,37291,17570,14705,54
,,28.09.1986 Kulturinitiative,165867,39737,24,37291,9590,25047,28
,,16.03.1986 UNO-Beitritt,164266,70648,43,69510,23947,45563,35
,,01.12.1985 Abschaffung der Vivisektion,163804,45379,28,44539,14766,29773,33
,,22.09.1985 Neues Eherecht,164478,51704,31,50187,34680,15507,69
,,22.09.1985 Innovationsrisikogarantie,164478,51704,31,48340,29679,18661,61
,,22.09.1985 Koordination Schuljahresbeginn,164478,51704,31,50007,40252,9755,81
,,09.06.1985 Selbstversorgung mit Brotgetreide,162454,47232,29,43855,31549,12306,72
,,09.06.1985 Neuverteilung Alkoholabgabe,162454,47232,29,43544,33238,10306,76
,,09.06.1985 Kantonsanteil Stempelabgaben,162454,47232,29,43610,29953,13657,69
,,09.06.1985 Recht auf Leben,162454,47232,29,45866,18240,27626,40
,,10.03.1985 Verlängerung bezahlte Ferien,161655,52579,33,51706,28962,22744,56
,,10.03.1985 Ausbildungsbeiträge,161655,52579,33,50560,17416,33144,34
,,10.03.1985 Beiträge Gesundheitswesen,161655,52579,33,50380,23273,27107,46
,,10.03.1985 Beiträge Primarschulunterricht,161655,52579,33,50510,27035,23475,54
,,02.12.1984 Hilfe für Opfer von Gewaltverbrechen,161337,46287,29,45136,38073,7063,84
,,02.12.1984 Radio- und Fernsehartikel,161337,46287,29,44252,34671,9581,78
,,02.12.1984 Mutterschutz-Initiative,161337,46287,29,45430,11849,33581,26
,,23.09.1984 Umweltgerechte Energieversorgung,161205,56397,35,55462,30770,24692,56
,,23.09.1984 Zukunft ohne neue Atomkraftwerke,161205,56397,35,55448,29786,25662,54
,,20.05.1984 Gegen den Ausverkauf der Heimat,160509,69971,44,68730,25783,42947,38
,,20.05.1984 Banken-Initiative,160509,69971,44,69147,14601,54546,21
,,26.02.1984 Zivildienst-Initiative,160080,81587,51,80480,33070,47410,41
,,26.02.1984 Einführung Autobahnvignette,160080,81587,51,80772,55334,25438,69
,,26.02.1984 Erhebung Schwerverkehrsabgae,160080,81587,51,80863,64043,16820,79
,,04.12.1983 Erleichterung Einbürgerungen,159257,54267,34,53351,21459,31892,40
,,04.12.1983 Bürgerrechtsregelung,159257,54267,34,53486,30427,23059,57
,,27.02.1983 Energieartikel,157332,41352,26,40165,28105,12060,70
,,27.02.1983 Neuregelung Treibstoffzölle,157332,41352,26,40447,28755,11692,71
,,28.11.1982 Gegenentwurf zur Preisüberwachungs-Initiative,157108,46772,30,45969,5835,36297,14
,,28.11.1982 Preisüberwachungs-Initiative,157108,46772,30,45969,34017,11209,75
,,06.06.1982 Ausländergesetz,155992,52762,34,51436,23517,27919,46
,,06.06.1982 Strafgesetzbuch,155992,52762,34,51677,31613,20064,61
,,29.11.1981 Weiterführung Finanzordnung,154697,41498,27,40424,29106,11318,72
,,14.06.1981 Konsumentenschutzartikel,153826,43591,28,42647,32535,10112,76
,,14.06.1981 Gleichstellung von Mann und Frau,153826,43591,28,42915,28438,14477,66
,,05.04.1981 Neue Ausländerpolitik,153235,73517,48,72397,13205,59192,18
,,30.11.1980 Brotgetreideordnung,152059,60391,40,57716,26360,31356,46
,,30.11.1980 Alkoholeinnahmen,152059,60391,40,57432,32942,24490,57
,,30.11.1980 Kantonsanteil Stempelabgaben,152059,60391,40,57213,30267,26946,53
,,30.11.1980 Gurten- und Schutzhelmobligatorium,152059,60391,40,59383,10669,48714,18
,,02.03.1980 Neuordnung Landesversorgung,150426,51931,35,50108,45967,4141,92
,,02.03.1980 Trennung Kirche und Staat,150426,51931,35,50802,12533,38269,25
,,20.05.1979 Atomgesetz,149567,59086,40,56479,29165,27314,52
,,20.05.1979 Umsatz- und direkte Bundessteuer,149567,59086,40,56589,24607,31982,44
,,18.02.1979 Volksrechte und Atomsicherheit,148427,68699,46,67075,36006,31069,54
,,18.02.1979 Gegen Suchtmittelreklame,148427,68699,46,66982,27174,39808,41
,,18.02.1979 Fuss- und Wanderwege,148427,68699,46,67258,52451,14807,78
,,18.02.1979 Stimmrecht für 18-Jährige,148427,68699,46,67869,34780,33089,51
,,03.12.1978 Berufsbildungsgesetz,148193,59053,40,56821,28087,28734,49
,,03.12.1978 Sicherheitspolizei,148193,59053,40,58017,29358,28659,51
,,03.12.1978 Tierschutzgesetz,148193,59053,40,57553,43857,13696,76
,,03.12.1978 Milchwirtschaftsbeschluss,148193,59053,40,55728,38243,17485,69
,,24.09.1978 Gründung des Kantons Jura,147208,54109,37,53607,50956,2651,95
,,28.05.1978 12 autofreie Sonntage,146548,59925,41,59283,21409,37874,36
,,28.05.1978 Hochschulförderung,146548,59925,41,58158,33846,24312,58
,,28.05.1978 Schwangerschaftsabbruch,146548,59925,41,57136,20497,36639,36
,,28.05.1978 Zolltarifgesetz,146548,59925,41,57742,25410,32332,44
,,28.05.1978 Zeitgesetz,146548,59925,41,59069,32882,26187,56
,,26.02.1978 Konjunkturartikel,146476,70794,48,64469,42163,22306,65
,,26.02.1978 Herabsetzung AHV-Alter,146476,70794,48,69892,31939,37953,46
,,26.02.1978 9. AHV-Revision,146476,70794,48,69444,59431,10013,86
,,26.02.1978 Mitbestimmung im Nationalstrassenbau,146476,70794,48,67715,18483,49232,27
,,04.12.1977 Ausgleich des Bundeshaushaltes,145699,49943,34,47529,27407,20122,58
,,04.12.1977 Ziviler Ersatzdienst,145699,49943,34,47857,23819,24038,50
,,04.12.1977 Politische Rechte,145699,49943,34,46869,28960,17909,62
,,04.12.1977 Reichtumssteuer-Initiative,145699,49943,34,48959,23681,25278,48
,,25.09.1977 Fristenlösungs-Initiative,146121,76367,52,73919,36196,37723,49
,,25.09.1977 Unterschriftenzahl für Initiativen,146121,76367,52,73003,45874,27129,63
,,25.09.1977 Unterschriftenzahl für Referenden,146121,76367,52,73292,47473,25819,65
,,25.09.1977 Albatrosinitiative,146121,76367,52,72691,26920,45771,37
,,25.09.1977 Gegenentwurf zur Mieterschutzinitiative,146121,76367,52,72263,30878,36249,46
,,25.09.1977 Mieterschutzinitiative,146121,76367,52,72263,35046,35689,50
,,12.06.1977 Steuerharmonisierung,145030,55026,38,53531,31618,21913,59
,,12.06.1977 Umsatz- und direkte Bundessteuer,145030,55026,38,54188,24079,30109,44
,,13.03.1977 Neuordnung Staatsvertragsreferendum (Gegenentwurf),144180,74495,52,71473,48950,18413,73
,,13.03.1977 Neuordnung Staatsvertragsreferendum (Initiative),144180,74495,52,71473,14713,54360,21
,,13.03.1977 Beschränkung der Einbürgerungen,144180,74495,52,73661,26679,46982,36
,,13.03.1977 IV. Ueberfremdungsinitiative,144180,74495,52,73401,20863,52538,28
,,05.12.1976 40-Stunden-Woche,143065,63223,44,62546,21658,40888,35
,,05.12.1976 Preisüberwachung,143065,63223,44,62011,57061,4950,92
,,05.12.1976 Geld- und Kreditpolitik,143065,63223,44,59932,50068,9864,84
,,26.09.1976 Haftpflichtversicherung für Motorfahrzeuge und Fahrräder,142708,34963,25,34467,11741,22726,34
,,26.09.1976 Radio- und Fernsehartikel,142708,34963,25,34181,17108,17073,50
,,13.06.1976 Neukonzeption Arbeitslosenversicherung,141890,37498,26,36574,25942,10632,71
,,13.06.1976 IDA-Darlehen,141890,37498,26,35725,18526,17199,52
,,13.06.1976 Raumplanungsgesetz,141890,37498,26,36672,19471,17201,53
,,21.03.1976 Steuerinitiative,141883,48010,34,45176,18063,27113,40
,,21.03.1976 Gegenentwurf zur Mitbestimmungsinitiative,141883,48010,34,47191,12048,33717,26
,,21.03.1976 Mitbestimmung der Arbeitnehmer,141883,48010,34,47191,21783,24784,47
,,07.12.1975 Ein-/Ausfuhr Landwirtschaftsprodukte,141126,28537,20,27687,18212,9475,66
